character,gender,id,name
Johannesburg Onlooker,0,1760868,Musca Kumalo
Johannesburg Onlooker,0,1760869,Mathapelo September
Johannesburg Elevator Passenger,0,1665609,Antony Acheampong
Johannesburg Elevator Passenger,0,1760871,Chioma Anyanwu
Cooper Barton,0,1760879,Ben Sakamoto
Lila Barton,0,1405571,Imogen Poynton
Lila Barton,0,1405570,Isabella Poynton
World Hub Tech,0,1583054,Ingvild Deila
Korean Train Passenger,0,1760881,Sunny Yeo
Korean Train Passenger,0,1760882,Namju Go
Korean Train Passenger,0,1760884,Mina Kweon
Korean Train Passenger,2,1590327,Earl T. Kim
Korean Train Passenger,0,1760886,Arthur Lee
Sokovian Family,0,1760888,Verity Hewlett
Sokovian Family,0,1760890,Michael Matovski
Sokovian Family,0,1756778,Alma Noce
Sokovian Family,0,1760891,Riccardo Richetta
Sokovian Woman,0,1760892,Constanza Ruff
Tub Family Child,0,1760893,Monty Mclaren-Clark
Sokovian Driver,0,6092,Julia Krynke
Sokovian SUV Driver,0,1760898,Tony Christensen
Sokovian SUV Passenger,0,1760899,Ian Kay
Sokovian Police Captain,0,1015829,Barry Aird
Specialist Cameron Klein,2,43373,Aaron Himelstein
Friday (voice),1,62105,Kerry Condon
Nathaniel Pietro Barton,0,1760900,Jaiden Stafford
Sokovian Citizen (uncredited),1,1394333,Dilyana Bouklieva
Thanos (uncredited),2,16851,Josh Brolin
Student (uncredited),1,1480144,Joti Nagra
Dr. Taryl Jenkins (uncredited),0,1429470,Nick W. Nicholson
Asgardian God (uncredited),0,1371439,Daniel Westwood
Harry Potter,2,10980,Daniel Radcliffe
Ron Weasley,2,10989,Rupert Grint
Hermione Granger,1,10990,Emma Watson
Draco Malfoy,2,10993,Tom Felton
Albus Dumbledore,2,5658,Michael Gambon
Horace Slughorn,2,388,Jim Broadbent
Bellatrix Lestrange,1,1283,Helena Bonham Carter
Rubeus Hagrid,2,1923,Robbie Coltrane
Minerva McGonagall,1,10978,Maggie Smith
Severus Snape,2,4566,Alan Rickman
Peter Pettigrew,2,9191,Timothy Spall
Remus Lupin,2,11207,David Thewlis
Molly Weasley,1,477,Julie Walters
Neville Longbottom,2,96841,Matthew Lewis
Luna Lovegood,1,140367,Evanna Lynch
Ginny Weasley,1,10991,Bonnie Wright
George Weasley,2,140368,Oliver Phelps
Fred Weasley,2,96851,James Phelps
Arthur Weasley,2,20999,Mark Williams
Filius Flitwick,2,11184,Warwick Davis
Nymphadora Tonks,1,3300,Natalia Tena
Cho Chang,1,234933,Katie Leung
Fenrir Greyback,2,60348,Dave Legeno
Lily Potter,1,10988,Geraldine Somerville
Narcissa Malfoy,1,15737,Helen McCrory
Cormac McLaggen,2,234934,Freddie Stroma
Argus Filch,2,11180,David Bradley
Tom Riddle (16 Years),2,964834,Frank Dillane
Tom Riddle (11 Years),0,1114487,Hero Fiennes-Tiffin
Poppy Pomfrey,1,9138,Gemma Jones
Padma Patil,1,234926,Afshan Azad
Parvati Patil,0,234925,Shefali Chowdhury
Katie Bell,1,174398,Georgina Leonidas
Seamus Finnigan,2,234922,Devon Murray
Romilda Vane,1,234929,Anna Shaffer
Gregory Goyle,2,11212,Josh Herdman
Vincent Crabbe,2,956224,Jamie Waylett
Pansy Parkinson,1,234928,Scarlett Byrne
Lavender Brown,1,234924,Jessie Cave
Blaise Zabini,0,234927,Louis Cordice
Dean Thomas,0,234923,Alfie Enoch
Marcus Belby,0,1796454,Robert Knox
Nigel Wolpert,0,568374,William Melling
Eldred Worple,2,52888,Paul Ritter
Leanne,0,234930,Isabella Laughland
Amycus Carrow,2,202032,Ralph Ineson
Alecto Carrow,1,568378,Suzanne Toase
Thorfinn Rowle,2,234919,Rod Hunt
Waitress,0,89387,Elarica Gallacher
Bruce Wayne / Batman,2,880,Ben Affleck
Clark Kent / Superman,2,73968,Henry Cavill
Diana Prince / Wonder Woman,1,90633,Gal Gadot
Lois Lane,1,9273,Amy Adams
Lex Luthor,2,44735,Jesse Eisenberg
Martha Kent,1,2882,Diane Lane
Alfred Pennyworth,0,16940,Jeremy Irons
Perry White,2,2975,Laurence Fishburne
Senator Finch,1,18686,Holly Hunter
Wallace Keefe,2,59233,Scoot McNairy
Anatoli Knyazev,2,208296,Callan Mulvey
Mercy Graves,1,1156024,Tao Okamoto
Jenet Klyburn,1,20089,Jena Malone
Young Bruce Wayne,2,1511243,Brandon Spink
Martha Wayne,1,62220,Lauren Cohan
Jack O'Dwyer,2,87447,Hugh Maguire
Jimmy Olsen,2,56556,Michael Cassidy
Wayne Industries Pilot,2,1106260,Alan D. Purwin
Drone Pilot,0,1190987,Dan Amboyer
Jenny Jurwich,0,1272969,Rebecca Buller
General Swanwick,2,9464,Harry Lennix
Major Carrie Farris,0,1272970,Christina Wren
Carmen,1,1622651,Jade Chynoweth
Glen Woodburn,0,91403,Chad Krowchuk
Jonathan Kent,2,1269,Kevin Costner
Barry Allen / The Flash,2,132157,Ezra Miller
POTUS (voice),2,17178,Patrick Wilson
General Zod,2,335,Michael Shannon
Himself,2,70177,Charlie Rose
Himself,2,1018992,Vikram Gandhi
Himself,2,1236584,Andrew Sullivan
Himself,2,550307,Neil deGrasse Tyson
Himself,2,12219,Jon Stewart
Herself,0,1227867,Soledad O'Brien
Herself,1,1696036,Erika R. Erickson
Herself,1,1596937,Dana Bash
Herself,1,1514160,Nancy Grace
Himself,0,1217309,Anderson Cooper
Herself,1,1696037,Brooke Baldwin
A.I. Kelor (voice),1,17832,Carla Gugino
Arthur Curry / Aquaman,2,117642,Jason Momoa
Silas Stone,2,3977,Joe Morton
Victor Stone / Cyborg,2,1313559,Ray Fisher
Pete Ross,2,1636956,Joseph Cranford
Lana Lang,0,1377087,Emily Peterson
Thomas Wayne,2,47296,Jeffrey Dean Morgan
General Amajagh,2,19300,Sammi Rotibi
Metropolis Citizen,1,1467216,Hanna Dworkin
Metropolis Citizen,1,1691930,Tiffany L. Addison
Metropolis Citizen,2,1471446,Owais Ahmed
Metropolis Citizen,2,1691935,Anish Jethmalani
Metropolis Citizen,1,1691940,Tiffany Bedwell
Metropolis Citizen,1,1691945,Natalee Arteaga
Metropolis Citizen,2,1691946,Keith D. Gallagher
Metropolis Citizen,2,1691967,Jeff Dumas
Metropolis Citizen,1,1682540,Miriam Lee
Metropolis Citizen,1,1691970,Alicia Regan
Teacher,1,1395056,Stephanie Koenig
Sage,1,1648751,Ripley Sobo
Island Scientist,2,1691971,Richard Burden
General Security Chief,2,156405,Julius Tennon
Kahina Ziri,0,134774,Wunmi Mosaku
Senator Barrows,2,1561391,Dennis North
Officer Mazzuccheli,0,1141368,Kiff VandenHeuvel
Officer Rucka,2,1561419,Mason Heidger
Hostage Girl,1,74312,Ahney Her
Hostage Girl,1,1691981,Kristine Cabanban
Cesar Santos,2,53066,Sebastian Sozzi
Himself,2,79086,Kent Shocknek
Emmet Vale,2,1494289,Ralph Lister
Metropolis Cop,2,1691982,Sammy A. Publes
Metropolis Cop,2,1691983,Jay R. Adams
Hero's Park Tourist,2,1691986,David Midura
Reporter at Monument,2,1691987,Jay Towers
Air Force MP,0,1395050,Michael Ellison
Underground Fight Patron,2,1692027,Kirill Ostapenko
Beautiful Woman,1,1692036,Rashontae Wawrzyniak
Sports Announcer,2,1214961,Tom Luginbill
Sports Announcer,2,1692048,Dave Pasch
Party Photographer,2,146413,Danny Mooney 
Party Doorman,2,1692050,Henry Frost III
LeBlanc,1,165293,Nicole Forester
Metropolis Governor,1,1695971,Debbie Stabenow
Colorado Woman,0,146412,Milica Govich 
Jail Guard,2,1695987,John Lepard
Finch's Receptionist,1,1695988,Sandra Love Aldridge
James Harmon - Museum Director,2,1695990,Graham W.J. Beal
Bunker Soldier,2,1695991,Henri Franklin
Bunker Soldier,2,1289444,Jonathan West
US Park Officer,2,1695992,T.J. Martinelli
Wayne Accountant,2,1561416,Chris Newman
Diner Waitress,1,1696013,Lulu Dahl
DC Protestor,2,1201979,Sam Logan Khaleghi
DC Protestor,1,1696018,Anne Marie Damman
DC Protestor,0,1452211,Connie Craig
DC Protestor,1,1696019,Henrietta Hermelin
Convenience Store Robber,2,1334323,Albert Valladares
Helicopter Pilot,2,1685460,David Paris
Flight Attendant,1,1696038,Abigail Kuklis
Chairman of Joint Chiefs,0,1545503,Greg Violand
Vice Chairman of Joint Chiefs,2,1007391,Tiren Jhames
Signals Officer - Air Force,2,1505007,Steve Jasgur
Silo Officer,2,1696221,Jonathan Stanley
Silo Officer,2,1390506,Jesse Nagy
Supermax Guard,2,1696222,Duvale Murchison
Prison Barber,2,1696223,Thomas J. Fentress
Father Leone,0,1189226,Coburn Goss
Wagon Driver,0,1696226,Jeff Hanlin
Creature Vocals (voice),2,1077782,Gary A. Hecker
Kreatur (voice),2,130081,Robin Atkin Downes
Squatter Boy,2,1696230,Issac Ryan Brown
CIA Supervisor,2,1374130,Barton Bund
Python Team Leader,2,104195,Bailey Chase
Gotham Desk Cop,2,1696231,Patrick O'Connor Cronin
Gotham Desk Cop,1,1000800,Sonja Crosby
Inmate Thug,2,1696234,C.T. Fletcher
Inmate Thug,2,1696241,Ahman Green
Nairomian Crying Woman,0,1548735,Diana Gaitirira
Nairomian Crying Woman,1,1147413,Jalene Mack
Nairomian Crying Woman,1,1424325,Esodie Geiger
Nairomian Crying Woman,1,1696264,Nene Nwoko
Nairomian Driver,2,1696251,Scott Edward Logan
Gala Waiter,2,1696236,Marcus Goddard
Adriana Santos,1,1696238,Cruz Gonzalez-Cadel
Older Goat Herder,1,162169,Alma Martinez
Older Goat Herder,0,8666,Sal Lopez
Young Goat Herder,0,1696268,Marcel Shihadeh
Rebel Translator,2,1696262,Theo Bongani Ndyalvane
Squatter Mother,1,1393349,Satori Shakoor
Truck,2,76674,Ele Bardha
Wayne Financial Employee,2,639817,Inder Kumar
Party Guest,0,1561376,Brandon Bautista
Daily Planet Reporter (uncredited),1,1188194,Laura Atwood
Wayne Enterprise Executive (uncredited),1,1636801,Debbie Scaletta
Football Player (uncredited),2,1645569,David Leach
Gotham Seaport Cop (uncredited),2,74595,Gordon Michaels
Wayne Security (uncredited),2,87220,Brian Boland
Russian Foreign Minister (uncredited),0,204261,Taras Los
DC Paramedic (uncredited),0,1019098,Jason Hughley
Building Supervisor (uncredited),2,1062375,Sidi Henderson
Chilean President (uncredited),0,1031686,Meighan Gerachis
First Class Lady (uncredited),0,1574911,Nicole Santini
Basketball Player (uncredited),2,1597947,Axel Harney
Funeral Attender (uncredited),2,1675748,Wayne E. Brown
Police Officer (uncredited),2,1729054,Dante Briggins
GCU Football Player (uncredited),2,1729055,Shannon Garnett
Protester (uncredited),0,87443,Lynch R. Travis
EMT (uncredited),2,1594986,Carmen Gangale
Metropolis Survivor (uncredited),0,1283943,Joe Cipriano
Rusty - Metropolis Cop (uncredited),0,99166,Will Blagrove
Protester (uncredited),0,1892479,Marcelo Bem
Superman / Clark Kent,2,17271,Brandon Routh
Lex Luthor,2,1979,Kevin Spacey
Lois Lane,1,7517,Kate Bosworth
Richard White,2,11006,James Marsden
Kitty Kowalski,1,7489,Parker Posey
Perry White,2,8924,Frank Langella
Jimmy Olsen,0,53492,Sam Huntington
Martha Kent,1,2639,Eva Marie Saint
Jor-El,2,3084,Marlon Brando
Stanford,2,53493,Kal Penn
Jason White,2,53494,Tristan Lake Leabu
Brutus,2,41318,David Fabrizio
Riley,0,1224391,Ian Roberts
Grant,0,1272955,Vincent Stone
Bo the Bartender,2,193763,Jack Larson
Gertrude Vanderworth,1,243805,Noel Neill
Boy with Camera,2,1252837,Keegan Joyce
Little Girl,1,971458,Jordana Beatty
Camille Montes,1,18182,Olga Kurylenko
Dominic Greene,2,8789,Mathieu Amalric
René Mathis,2,3753,Giancarlo Giannini
Strawberry Fields,1,59620,Gemma Arterton
Felix Leiter,2,2954,Jeffrey Wright
Gregg Beam,2,35029,David Harbour
Elvis,2,62892,Anatole Taubman
Foreign Secretary,2,11276,Tim Pigott-Smith
General Medrano,2,76857,Joaquín Cosio
Henry Mitchell,0,574355,Glenn Foster
Corinne Veneau,1,34408,Stana Katic
Gemma,1,136290,Lucrezia Lante della Rovere
Monsieur Slate,2,20289,Neil Jackson
Perla de las Dunas Receptionist,1,566331,Oona Chaplin
Anna,1,127000,Rachel McDowall
Quantum Member,0,574361,Gustavo Nanez
MI6 Agent,0,205222,Mark Wakeling
Ocean Sky Receptionist,0,62961,Sarah Hadland
MI6 Agent (uncredited),0,193339,David Decio
MI6 Agent (uncredited),0,424182,Aaron King
Quantum Member,0,574364,Alexandra Prusa
Mario Cavaradossi,0,574365,Brandon Jovanovich
Spoletta,0,574367,Alexandre Krawetz
Colonel of Police,2,149307,Fernando Guillén Cuervo
Lt. Orso,2,69865,Jesús Ochoa
Yusef,0,1234388,Simon Kassianides
Forensics Tech,0,1529894,Brendan O'Hea
Captain Bellamy,2,2451,Alex Norton
Maccus,2,191751,Dermot Keaney
Koleniko,2,11283,Clive Ashborn
Jimmy Legs,2,64102,Christopher Adamson
Ogilvey,0,1229277,Jonathan Linsley
Burser,0,140452,John Boswall
Burser - Edinburgh,2,10960,Max Baker
Quartermaster - Edinburgh,2,25441,Steve Speirs
Frightened Sailor,2,82636,Luke de Woolfson
Black Pearl Pirate,2,1254626,Jonathan Kite
John Reid / The Lone Ranger,2,53807,Armie Hammer
Butch Cavendish,2,886,William Fichtner
Dan Reid,2,18473,James Badge Dale
Latham Cole,2,207,Tom Wilkinson
Rebecca Reid,1,47720,Ruth Wilson
Captain Jay Fuller,2,12834,Barry Pepper
Barret,2,22063,James Frain
Will,2,583040,Mason Cook
Skinny,2,71467,Matt O'Leary
Collins,2,15374,Leon Rippy
Frank,2,45051,Harry Treadaway
Ray,2,62752,Damon Herriman
Stache,2,6951,W. Earl Brown
Red Knee,2,84225,Gil Birmingham
Chief Big Bear,0,126829,Saginaw Grant
Soldier #1,2,1736738,Stephen Brodie
Soldier #3,2,1094319,Matthew Page
Danny,0,1382010,Bryant Prince
Wendell,2,1184011,JD Cullum
Fritz,2,92949,Timothy V. Murphy
Blaine,0,1471922,Damon Carney
Clayton,2,1240490,Kevin Wiggins
Martin,2,208061,Chad Brummett
Navarro,2,21723,Robert Baker
Hollis,2,37027,Lew Temple
Habberman,2,17401,Stephen Root
Shareholder,2,102567,Randy Oglesby
Shareholder,2,56267,Brad Greenquist
Engineer,2,22250,Rance Howard
Homer,0,59847,Leonard Earl Howze
Young Cavendish,2,128560,Travis Hammer
Young Cole,0,1452636,Steve Corona
Telegraph Operator,0,134171,Jack Axelrod
Preacher,0,1112414,Christopher Hagen
Kai,1,51754,Freda Foh Shen
Fat Lady,1,114977,Margaret Bowman
Pilar,0,1760466,Luz P. Mendez
Rosalie,0,1760467,Laina Loucks
Dancer (Red's),0,1760468,Devon J. Adams
Dancer (Red's),0,1760469,Desirae Anslover
Dancer (Red's),0,1760470,Charlotte Cormier
Dancer (Red's),0,1459004,Megan Pribyl
Dancer (Red's),0,1760471,Briana Van Schuyver
Dancer (Red's),0,1760472,Julie Stracener
Pawing Drunk,2,1391129,Chad Randall
Mob Member,2,1333907,Jason E. Hill
Mob Member,1,967071,Beth Bailey
Glenda,1,1178981,Joanne Camp
Stove Pipe,2,104915,Bob Rumnock
Grizzled Soldier,0,1105706,Tait Fletcher
Soldier #4,0,307885,Alex Knight
Farmer,2,569548,Argos MacCallum
Band at Red's,2,1759932,Pokey Lafarge
Band at Red's,0,1760474,Joey Glynn
Band at Red's,0,1760475,Adam Hoskins
Band at Red's,0,1760476,Ryan Koenig
Jor-El,2,934,Russell Crowe
Faora-Ul,1,43202,Antje Traue
Colonel Hardy,2,22227,Christopher Meloni
Lana Lang,1,213049,Jadin Gould
Emerson,2,77223,Tahmoh Penikett
Lara Lor-Van,1,8786,Ayelet Zurer
Dr. Emil Hamilton,2,31028,Richard Schiff
Clark Kent at 13,2,236302,Dylan Sprayberry
Steve Lombard,2,50217,Michael Kelly
Tor-An,2,12371,Richard Cetrone
Jax-Ur,2,37698,Mackenzie Gray
Lor-Em,2,2320,Julian Richings
Ro-Zar,1,11831,Mary Black
Car-Vex,1,1272968,Samantha Jo
Major Laramore,2,4095,David Lewis
Heraldson,2,27138,Doug Abrahams
Byrne,0,172809,Brad Kelly
Officer Sekowsky,2,59312,Alessandro Juliani
Teenage Pete Ross,0,1272971,Jack Foley
Whitney Fordman,2,1025970,Robert Gerdisch
Student,0,1371141,Jacqueline Scislowski
Bar Buddy,2,1235591,Sean Campbell
Rubble Survivor (uncredited),2,1615574,Raj Lal
Prince Caspian,2,25130,Ben Barnes
Peter Pevensie,2,5528,William Moseley
Susan Pevensie,1,5529,Anna Popplewell
Edmund Pevensie,2,5527,Skandar Keynes
Lucy Pevensie,1,5526,Georgie Henley
King Miraz,2,2166,Sergio Castellitto
Queen Prunaprismia,1,25132,Alicia Borrachero
Trumpkin,2,22970,Peter Dinklage
Doktor Cornelius,2,25133,Vincent Grass
Lord Glozell,2,17839,Pierfrancesco Favino
Lord Sopespian,2,7370,Damián Alcázar
Lord Scythley,2,24496,Simón Andreu
Lord Donnon,2,12044,Predrag Bjelac
Asterius,2,25134,Shane Rangi
Glenstorm,2,25135,Cornell John
Trüffeljäger,2,25136,Ken Stott
White Witch,1,3063,Tilda Swinton
Reepicheep,2,1926,Eddie Izzard
Hag,1,107943,Klára Issová
Loki,2,91606,Tom Hiddleston
Agent Phil Coulson,2,9048,Clark Gregg
"Virginia ""Pepper"" Potts",1,12052,Gwyneth Paltrow
World Security Council,1,14464,Jenny Agutter
Shield Pilot,2,101522,Walter Perez
World Security Council,2,6280,Powers Boothe
World Security Council,2,188758,Arthur Darbinyan
World Security Council,2,168246,Donald Li
Waitress,1,34486,Ashley Johnson
Security Guard,2,5048,Harry Dean Stanton
Carrier Bridge Techs,1,81959,Alicia Sixtos
Gala Scientist,0,1033652,Dieter Riesle
Celebration Montage Interviewee,2,79079,Jamie McShane
Tall Thug,2,51303,Jeff Wolfe
Georgi Luchkov,2,43553,Jerzy Skolimowski
Agent Jasper Sitwell,2,1018947,Maximiliano Hernández
The Other,2,1214673,Alexis Denisof
Senator Boynton,2,19151,James Eckhouse
Young Cop,0,1224022,Enver Gjokaj
Thanos / The Mad Titan (Uncredited),2,150194,Damion Poitier
NASA Scientist,1,60120,Tina Benko
Weaselly Thug,2,1479945,Kirill Nikiforov
Young Girl,1,1479946,M'laah Kaur Singh
Calcutta Woman,1,86157,Rashmi Rustagi
Carrier BridgeTechs,2,60878,Warren Kole
Carrier BridgeTechs,2,66525,Jesse Garcia
German Old Man,2,87128,Kenneth Tigar
Maintenance Guy,2,1479957,Josh Cowdery
Japanese Family,2,1479959,Katsumi Komatsu
Japanese Family,0,1479961,Yumiko Komatsu
Japanese Family,0,1479962,Momoko Komatsu
Police Sergeant,2,2256,Robert Clohessy
Office Woman,0,1479967,Fernanda Toker
News Reporter,1,1480042,Andrea Vecchio
News Reporter,1,1480043,Robin Swoboda
Faceless Pilot,2,1480044,Brent McGee
Celebration Montage Interviewee,2,1203089,Michael Zhang
Celebration Montage Interviewee,2,98626,William-Christopher Stephens
Celebration Montage Interviewee,1,1480045,Kelley Robins
Shawna Lynde,1,156342,Romy Rosemont
Himself,2,1480047,Pat Kiernan
Himself,2,1234512,Thomas Roberts
Woman in Restaurant (uncredited),0,1263294,Jillian Morgese
German Pedestrian (uncredited),1,1480048,Catherine Anderson
Lentil Merchant (uncredited),2,1153698,Ricardo Andres
S.H.I.E.L.D. Agent (uncredited),2,1480049,Logan Bennett
Celebration Montage Man Shaving Beard (uncredited),2,1191953,Mayank Bhatter
Gala Guest (uncredited),1,1480051,Sharita Bone
Museum Gala Patron (uncredited),2,1480053,Jason Botsford
Stuttgart Biergarten patron (uncredited),0,1480055,Mary Kate Campbell
S.H.I.E.L.D. Guard (uncredited),0,1403346,Gene N. Chavez
Gala Guest (uncredited),1,1480056,Layla Cushman
Soldier (uncredited),2,1466605,Robert Dean
Museum Gala Guest (uncredited),0,1480057,Rick Dremann
Captain Putz (uncredited),2,1480058,Jeffrey Feingold
The Hulk (voice) (uncredited),0,19137,Lou Ferrigno
Pedestrian (uncredited),2,1354406,Rod Fielder
Stuttgart Citizen (uncredited),0,1480060,Eric Frank
S.H.I.E.L.D. Agent (uncredited),2,1480065,Israel Hall
Museum Gala Patron (uncredited),0,1480066,Carmen Dee Harris
Mercenary (uncredited),2,1480067,Alexander Christopher Jones
Pedestrian (uncredited),2,1480085,Mike Karban
S.H.I.E.L.D. Agent (uncredited),2,1480087,Demoine Kinney
Stuttgart Citizen (uncredited),2,1480091,Andrew Knode
Hostage (uncredited),1,1480096,Annette Lawless
Limo Driver (uncredited),1,1480097,Kimberly J. Mahoney
Helicarrier Medical Team Leader (uncredited),2,1480124,Todd Manes
Cafe Patron (uncredited),2,1480132,Michael McMillan
Guard (uncredited),2,1001496,Sean Meehan
Gala Museum Patron (uncredited),1,1480146,Holly Neelie
Extra (uncredited),2,1480148,Caleb Daniel Noal
S.H.I.E.L.D. Agent (uncredited),2,1480152,Jeremy Orr
New York Pedestrian (uncredited),0,1480153,Nate Paige
Shiel Employee (uncredited),2,1365516,Martin Palmer
Museum Gala Guest (uncredited),1,1480198,Maria Perossa
Extra (uncredited),2,1480199,Caleb Pieplow
Helicarrier Shield Agent (uncredited),2,1480200,Alexander Daniel Pimentel
S.H.I.EL.D Agent - Loki Escort (uncredited),2,1480202,Frank Powers
S.H.I.E.L.D. Agent (uncredited),2,1371850,Jaime Powers
Stuttgart Gala Patron (uncredited),2,1480204,Brent Reichert
S.H.E.I.L.D. Agent (uncredited),2,1480208,Kelly Ruble
Restaurant Patron (uncredited),1,1454362,Gina Sarno
New York City Police Officer (uncredited),2,1480209,Robert B. Schneider IV
New York Police Officer in Firefight (uncredited),2,1480210,Jeff Seich
Stuttgart Beer Garden Patron (uncredited),0,1480211,Christina Shaffer
Lab Tech (uncredited),1,1480212,Alonda Shevette
Museum Gala Patron (uncredited),2,1480213,Douglas Slygh
S.H.I.E.L.D. Agent #4 (uncredited),2,6037,Colin Strause
Gala Patron (uncredited),2,1480218,Robert P. Thitoff
S.H.I.E.L.D. Agent (uncredited),0,1480219,George Thomas
Pedestrian (uncredited),0,1480220,Shane Thompson
Mercenary (uncredited),2,1480221,Jerry Lee Tucker
Child on News #1 (uncredited),2,1480222,Tai Urban
Sweeper (uncredited),1,1480224,Sandra Weston
Barbershop (uncredited),2,1480226,Seth Zielicke
Tourist (uncredited),2,1673576,Alex DeCourville
S.H.I.E.L.D agent (uncredited),1,1343164,Andrea-Nichole Olivas
NYC Pedestrian (uncredited),1,1376001,Tina Grimm
Angelica Teach,1,955,Penélope Cruz
"Captain Edward ""Blackbeard"" Teach",2,6972,Ian McShane
Philip Swift,2,237455,Sam Claflin
Syrena,0,469759,Astrid Bergès-Frisbey
Scrum,2,1115,Stephen Graham
Lieutenant Gillette,0,1712,Damian O'Hare
The Spaniard,2,59129,Óscar Jaenada
King George II,2,10983,Richard Griffiths
Tamara,0,55901,Gemma Ward
Quartermaster,2,199975,Ian Mercer
Cabin Boy,2,88392,Robbie Kay
Ezekiel,2,8399,Christopher Fairbank
Garheng,2,77955,Yuki Matsuzaki
Purser,2,83814,Steve Evets
Cook,2,75076,Bronson Webb
Master-at-Arms,2,51300,Derek Mears
Gunner,2,58758,Deobia Oparei
King Ferdinand of the Spanish Empire,2,229634,Sebastian Armesto
John Carteret,2,27397,Anton Lesser
Prime Minister Henry Pelham,2,11279,Roger Allam
Salaman,2,110075,Paul Bazely
Derrick,2,1321379,Richard Thomson
Yeoman,0,1310385,Danny Le Boyer
Justice Smith,0,1797040,Alan J. Utley-Moore
